Player Full Name,PlayersID,Birth Date,Year Start,Year End,POS,Height (ft),Height (in),Height (cm),HeightwithoutShoes,Wingspan (cm),Standing Reach (cm),Hand Length (inches),Hand Lenght(cm),Hand Width (inches),Hand Width (cm),Weight (lb),Weight (kg),Body Fat (%),College,LaneAgilityTime_sec,ShuttleRun_sec,3quartersprint_sec,StandingVerticalLeap_inches,MaxVerticalLeap_inches,MaxBenchPress_reps,StandingVerticalLeap_cm,MaxVerticalLeap_cm
LaPhonso Ellis,4899,05/05/1970,1993,2003,F,6,8,203.2,200.2,,,,,,,240,108.8621688,,University of Notre Dame,,,,,,,,
LaQuinton Ross,4900,,,,SF,6,7.5,202,199,218,270,8.749999991,22.225,,24.765,238.7,108.2724987,0.163,,11.97,3.52,3.44,25,31,,63.5,
Lari Ketner,4901,01/02/1977,2000,2001,F-C,6,9,205.74,202.74,,,,,,,277,125.6450865,,University of Massachusetts Amherst,,,,,,,,
Larry Bergh,4902,02/04/1945,1970,1970,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,Weber State University,,,,,,,,
Larry Bird,4903,07/12/1956,1980,1992,F,6,9,205.74,202.74,,,,,,,220,99.7903214,,Indiana State University,,,,,,,,
Larry Brown,4904,14/09/1940,1968,1972,G,5,9,175.26,172.26,,,,,,,160,72.5747792,,University of North Carolina,,,,,,,,
Larry Bunce,4905,29/07/1945,1968,1969,C,7,0,213.36,210.36,,,,,,,240,108.8621688,,Utah State University,,,,,,,,
Larry Cannon,4906,12/04/1947,1970,1974,G,6,4,193.04,190.04,,,,,,,195,88.45051215,,La Salle University,,,,,,,,
Larry Comley,4907,17/08/1939,1964,1964,G,6,5,195.58,192.58,,,,,,,210,95.2543977,,Kansas State University,,,,,,,,
Larry Conley,4908,22/01/1944,1968,1968,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,University of Kentucky,,,,,,,,
Larry Costello,4909,02/07/1931,1955,1968,G,6,1,185.42,182.42,,,,,,,186,84.36818082,,Niagara University,,,,,,,,
Larry Demic,4910,27/06/1957,1980,1982,F-C,6,9,205.74,202.74,,,,,,,225,102.0582833,,University of Arizona,,,,,,,,
Larry Drew,4911,02/04/1958,1981,1991,G,6,1,185.42,182.42,,,,,,,170,77.1107029,,University of Missouri,,,,,,,,
Larry Finch,4912,16/02/1951,1974,1975,G,6,2,187.96,184.96,,,,,,,185,83.91458845,,University of Memphis,,,,,,,,
Larry Fogle,4913,19/03/1953,1976,1976,G,6,5,195.58,192.58,,,,,,,205,92.98643585,,Canisius College,,,,,,,,
Larry Foust,4914,24/06/1928,1951,1962,C-F,6,9,205.74,202.74,,,,,,,215,97.52235955,,La Salle University,,,,,,,,
Larry Friend,4915,14/04/1935,1958,1958,G-F,6,4,193.04,190.04,,,,,,,185,83.91458845,,University of California,,,,,,,,
Larry Hennessy,4916,20/05/1929,1956,1957,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,Villanova University,,,,,,,,
Larry Johnson,4917,28/11/1954,1992,2001,F,6,6,198.12,195.12,,,,,,,250,113.3980925,,"University of Nevada, Las Vegas",,,,,,,,
Larry Johnson Sr.,4918,28/11/1954,1978,1978,G,6,3,190.5,187.5,,,,,,,205,92.98643585,,University of Kentucky,,,,,,,,
Larry Jones,4919,22/09/1942,1965,1974,G-F,6,2,187.96,184.96,,,,,,,180,81.6466266,,University of Toledo,,,,,,,,
Larry Kenon,4920,13/12/1952,1974,1983,F,6,9,205.74,202.74,,,,,,,205,92.98643585,,University of Memphis,,,,,,,,
Larry Krystkowiak,4921,23/09/1964,1987,1997,F-C,6,9,205.74,202.74,,,,,,,220,99.7903214,,University of Montana,,,,,,,,
Larry McNeill,4922,31/01/1951,1974,1979,F-C,6,9,205.74,202.74,,,,,,,195,88.45051215,,Marquette University,,,,,,,,
Larry Micheaux,4923,24/03/1960,1984,1985,F,6,9,205.74,202.74,,,,,,,220,99.7903214,,University of Houston,,,,,,,,
Larry Mikan,4924,08/04/1948,1971,1971,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,University of Minnesota,,,,,,,,
Larry Miller,4925,04/04/1946,1969,1975,G-F,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of North Carolina,,,,,,,,
Larry Moffett,4926,05/11/1954,1978,1978,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,"University of Nevada, Las Vegas",,,,,,,,
Larry Moore,4927,1899-12-31,1968,1968,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,,,,,,,,,
Larry Nance,4928,12/02/1959,1982,1994,F-C,6,10,208.28,202,217.17,274.32,9,22.86,9.75,24.765,205,102.784031,0.064,Clemson University,10.93,3.01,3.25,29,37.5,10,73.66,95.25
Larry O'Bannon,4929,,,,SG,6,4.5,194,191,198,253,,,,0,196,88.90410452,,,11.44,,3.18,31.5,36.5,17,80.01,92.71
Larry Robinson,4930,11/01/1968,1991,2002,F-G,6,3,190.5,187.5,,,,,,,180,81.6466266,,Centenary College of Louisiana,,,,,,,,
Larry Siegfried,4931,22/05/1939,1964,1972,F,6,3,190.5,187.5,,,,,,,190,86.1825503,,Ohio State University,,,,,,,,
Larry Smith,4932,18/01/1958,1981,1993,F-C,6,8,203.2,200.2,,,,,,,215,97.52235955,,Alcorn State University,,,,,,,,
Larry Spriggs,4933,08/09/1959,1982,1986,F,6,7,200.66,197.66,,,,,,,230,104.3262451,,Howard University,,,,,,,,
Larry Staverman,4934,11/10/1936,1959,1964,F,6,7,200.66,197.66,,,,,,,205,92.98643585,,Thomas More College,,,,,,,,
Larry Steele,4935,05/05/1949,1972,1980,G-F,6,5,195.58,192.58,,,,,,,180,81.6466266,,University of Kentucky,,,,,,,,
Larry Stewart,4936,21/09/1968,1992,1997,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,Coppin State University,,,,,,,,
Larry Sykes,4937,11/04/1973,1996,1996,F,6,9,205.74,202.74,,,,,,,255,115.6660544,,Xavier University,,,,,,,,
Larry Wright,4938,23/11/1954,1977,1982,G,6,1,185.42,182.42,,,,,,,160,72.5747792,,Grambling State University,,,,,,,,
Lars Hansen,4939,14/09/1954,1979,1979,C,6,10,208.28,205.28,,,,,,,225,102.0582833,,University of Washington,,,,,,,,
LaRue Martin,4940,30/03/1950,1973,1976,C,6,11,210.82,207.82,,,,,,,208,94.34721296,,Loyola University of Chicago,,,,,,,,
LaSalle Thompson,4941,23/06/1961,1983,1997,C-F,6,10,208.28,205.28,,,,,,,245,111.1301307,,University of Texas at Austin,,,,,,,,
LaVell Blanchard,4942,,,,SF,6,7,201,198,198,258,,,,0,205,92.98643585,0.117,,11.64,,3.38,33.5,36.5,12,85.09,92.71
Lawrence Boston,4943,18/05/1956,1980,1980,F,6,8,203.2,200.2,,,,,,,225,102.0582833,,University of Maryland,,,,,,,,
Lawrence Moten,4944,25/03/1972,1996,1998,G,6,5,195.58,192.58,,,,,,,185,83.91458845,,Syracuse University,,,,,,,,
Lazaro Borrell,4945,20/09/1972,2000,2000,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,,,,,,,,,
Lazaros Papadopoulos,4946,,,,C,6,11.5,212,209,221,281,,,,0,227,102.965468,0.117,,12,,3.7,23,26,4,58.42,
Leary Lentz,4947,23/02/1945,1968,1969,F,6,6,198.12,195.12,,,,,,,200,90.718474,,University of Houston,,,,,,,,
Ledell Eackles,4948,24/11/1966,1989,1998,G-F,6,5,195.58,192.58,,,,,,,220,99.7903214,,University of New Orleans,,,,,,,,
Lee Benson,4949,,,,PF,6,9.5,207,204,218,277,,,,0,217,98.42954429,,,11.44,,3.29,27.5,32.5,14,69.85,
Lee Davis,4950,11/10/1945,1969,1976,C-F,6,8,203.2,200.2,,,,,,,235,106.594207,,North Carolina Central University,,,,,,,,
Lee Johnson,4951,16/06/1957,1981,1981,F,6,11,210.82,207.82,,,,,,,205,92.98643585,,East Texas State University,,,,,,,,
Lee Knorek,4952,15/07/1921,1947,1950,C,6,7,200.66,197.66,,,,,,,215,97.52235955,,University of Detroit Mercy,,,,,,,,
Lee Mayberry,4953,12/06/1970,1993,1999,G,6,1,185.42,182.42,,,,,,,172,78.01788764,,University of Arkansas,,,,,,,,
Lee Robbins,4954,11/02/1922,1948,1949,F,6,3,190.5,187.5,,,,,,,175,79.37866475,,University of Colorado,,,,,,,,
Lee Scruggs,4955,,,,C,6,11.5,212,209,228,281,,,,0,209,94.80080533,0.105,,13.28,,3.55,23.5,29.5,,59.69,
Lee Shaffer,4956,23/02/1939,1962,1964,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,University of North Carolina,,,,,,,,
Lee Winfield,4957,04/02/1947,1970,1976,G,6,2,187.96,184.96,,,,,,,174,78.92507238,,University of North Texas,,,,,,,,
Leland Mitchell,4958,22/02/1941,1968,1968,G,6,4,193.04,190.04,,,,,,,210,95.2543977,,Mississippi State University,,,,,,,,
Len Chappell,4959,31/01/1941,1963,1972,F-C,6,8,203.2,200.2,,,,,,,240,108.8621688,,Wake Forest University,,,,,,,,
Len Elmore,4960,28/03/1952,1975,1984,C-F,6,9,205.74,202.74,,,,,,,220,99.7903214,,University of Maryland,,,,,,,,
Len Kosmalski,4961,29/11/1951,1975,1976,C,7,0,213.36,210.36,,,,,,,245,111.1301307,,University of Tennessee,,,,,,,,
Lennie Rosenbluth,4962,22/01/1933,1958,1959,F,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of North Carolina,,,,,,,,
Lenny Cooke,4963,,,,SF,6,6.5,199,196,216,272,,,,0,214,97.06876718,,,,,,,,,,
Lenny Wilkens,4964,28/10/1937,1961,1975,G,6,1,185.42,182.42,,,,,,,180,81.6466266,,Providence College,,,,,,,,
Leo Barnhorst,4965,11/05/1924,1950,1954,F-G,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of Notre Dame,,,,,,,,
Leo Gottlieb,4966,28/11/1920,1947,1948,G,5,11,180.34,177.34,,,,,,,180,81.6466266,,,,,,,,,,
Leo Katkaveck,4967,17/04/1923,1949,1950,G,6,0,182.88,179.88,,,,,,,185,83.91458845,,North Carolina State University,,,,,,,,
Leo Klier,4968,21/05/1923,1949,1950,F-G,6,2,187.96,184.96,,,,,,,170,77.1107029,,University of Notre Dame,,,,,,,,
Leo Kubiak,4969,25/12/1927,1950,1950,G,5,11,180.34,177.34,,,,,,,160,72.5747792,,Bowling Green State University,,,,,,,,
Leo Mogus,4970,13/04/1921,1947,1951,F-C,6,4,193.04,190.04,,,,,,,190,86.1825503,,Youngstown State University,,,,,,,,
Leo Rautins,4971,20/03/1960,1984,1985,F,6,8,203.2,200.2,,,,,,,215,97.52235955,,Syracuse University,,,,,,,,
Leon Benbow,4972,23/07/1950,1975,1976,G,6,4,193.04,190.04,,,,,,,185,83.91458845,,Jacksonville University,,,,,,,,
Leon Blevins,4973,25/06/1926,1951,1951,G,6,2,187.96,184.96,,,,,,,160,72.5747792,,University of Arizona,,,,,,,,
Leon Brown,4974,12/10/1919,1947,1947,F,6,3,190.5,187.5,,,,,,,190,86.1825503,,University of Wyoming,,,,,,,,
Leon Douglas,4975,26/08/1954,1977,1983,C-F,6,10,208.28,205.28,,,,,,,230,104.3262451,,University of Alabama,,,,,,,,
Leon Wood,4976,25/03/1962,1985,1991,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,"California State University, Fullerton",,,,,,,,
Leonard Gray,4977,19/12/1951,1975,1977,F,6,8,203.2,200.2,,,,,,,240,108.8621688,,"California State University, Long Beach",,,,,,,,
Leonard Taylor,4978,02/05/1966,1990,1990,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,University of California,,,,,,,,
LeRon Ellis,4979,28/04/1969,1992,1996,F-C,6,9,205.74,202.74,,,,,,,225,102.0582833,,Syracuse University,,,,,,,,
Leroy Chollet,4980,05/03/1925,1950,1951,F,6,2,187.96,184.96,,,,,,,190,86.1825503,,Canisius College,,,,,,,,
Leroy Combs,4981,01/01/1961,1984,1984,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,Oklahoma State University,,,,,,,,
Leroy Ellis,4982,10/03/1940,1963,1976,C-F,6,10,208.28,205.28,,,,,,,210,95.2543977,,St. John's University,,,,,,,,
Leroy Wright,4983,06/05/1938,1968,1969,F,6,9,205.74,202.74,,,,,,,215,97.52235955,,University of the Pacific,,,,,,,,
Les Hunter,4984,16/08/1942,1965,1973,F-C,6,7,200.66,197.66,,,,,,,210,95.2543977,,Loyola University of Chicago,,,,,,,,
Les Jepsen,4985,24/06/1967,1991,1992,C,7,0,213.36,210.36,,,,,,,237,107.5013917,,University of Iowa,,,,,,,,
Les Pugh,4986,18/09/1922,1949,1950,C-F,6,7,200.66,197.66,,,,,,,190,86.1825503,,Ohio State University,,,,,,,,
Lester Conner,4987,17/09/1959,1983,1995,G,6,4,193.04,190.04,,,,,,,180,81.6466266,,Oregon State University,,,,,,,,
Lester Selvage,4988,07/03/1943,1968,1970,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,Truman State University,,,,,,,,
Levern Tart,4989,01/06/1942,1968,1971,G-F,6,2,187.96,184.96,,,,,,,195,88.45051215,,Bradley University,,,,,,,,
Levi Fontaine,4990,01/11/1948,1971,1971,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of Maryland Eastern Shore,,,,,,,,
Lew Hitch,4991,16/07/1929,1952,1957,F-C,6,8,203.2,200.2,,,,,,,200,90.718474,,Kansas State University,,,,,,,,
Lewis Brown,4992,19/02/1955,1981,1981,C,6,11,210.82,207.82,,,,,,,225,102.0582833,,"University of Nevada, Las Vegas",,,,,,,,
Lewis Lloyd,4993,22/02/1959,1982,1990,G-F,6,6,198.12,195.12,,,,,,,205,92.98643585,,Drake University,,,,,,,,
Lindsay Hairston,4994,08/12/1951,1976,1976,F-C,6,7,200.66,197.66,,,,,,,180,81.6466266,,Michigan State University,,,,,,,,
Linton Townes,4995,30/11/1959,1983,1985,F-G,6,7,200.66,197.66,,,,,,,190,86.1825503,,James Madison University,,,,,,,,
Lionel Billingy,4996,31/08/1952,1975,1975,F-C,6,9,205.74,202.74,,,,,,,215,97.52235955,,Duquesne University,,,,,,,,
Lionel Hollins,4997,19/10/1953,1976,1985,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,Arizona State University,,,,,,,,
Lionel Malamed,4998,15/11/1924,1949,1949,G,5,9,175.26,172.26,,,,,,,150,68.0388555,,City College of New York,,,,,,,,
Lionel Simmons,4999,14/11/1968,1991,1997,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,La Salle University,,,,,,,,
Litterial Green,5000,07/03/1970,1993,1999,G,6,1,185.42,182.42,,,,,,,185,83.91458845,,University of Georgia,,,,,,,,
Lloyd Batts,5001,09/05/1951,1975,1975,G-F,6,4,193.04,190.04,,,,,,,185,83.91458845,,University of Cincinnati,,,,,,,,
Lloyd Daniels,5002,04/09/1967,1993,1998,G,6,7,200.66,197.66,,,,,,,205,92.98643585,,Mount San Antonio College,,,,,,,,
Lloyd Neal,5003,10/12/1950,1973,1979,C-F,6,7,200.66,197.66,,,,,,,225,102.0582833,,Tennessee State University,,,,,,,,
Lloyd Walton,5004,23/11/1953,1977,1981,G,6,0,182.88,179.88,,,,,,,160,72.5747792,,Marquette University,,,,,,,,
Logan Vander Velden,5005,03/04/1971,1996,1996,F,6,8,203.2,200.2,,,,,,,215,97.52235955,,University of Wisconsin-Green Bay,,,,,,,,
Lonnie Eggleston,5006,08/06/1918,1949,1949,G,6,0,182.88,179.88,,,,,,,170,77.1107029,,Oklahoma State University,,,,,,,,
Lonnie Jones,5007,,,,C,6,11.5,212,209,221,284,,,,0,230,104.3262451,,,11.8,,3.33,30.5,31.5,15,77.47,80.01
Lonnie Kluttz,5008,17/09/1945,1971,1971,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,North Carolina Agricultural and Technical State University,,,,,,,,
Lonnie Lynn,5009,24/05/1943,1970,1970,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,Wilberforce University,,,,,,,,
Lonnie Shelton,5010,19/10/1955,1977,1986,F-C,6,8,203.2,200.2,,,,,,,240,108.8621688,,Oregon State University,,,,,,,,
Lonnie Wright,5011,23/01/1945,1968,1972,G,6,2,187.96,184.96,,,,,,,205,92.98643585,,Colorado State University,,,,,,,,
Loren Meyer,5012,30/12/1972,1996,1999,C,6,10,208.28,205.28,,,,,,,257,116.5732391,,Iowa State University,,,,,,,,
Lorenzo Charles,5013,25/11/1963,1986,1986,F,6,7,200.66,197.66,,,,,,,225,102.0582833,,North Carolina State University,,,,,,,,
Lorenzo Romar,5014,13/11/1958,1981,1985,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,University of Washington,,,,,,,,
Lorenzo Williams,5015,15/07/1969,1993,2000,F-C,6,9,205.74,202.74,,,,,,,200,90.718474,,Stetson University,,,,,,,,
Lou Hudson,5016,11/07/1944,1967,1979,F-G,6,5,195.58,192.58,,,,,,,210,95.2543977,,University of Minnesota,,,,,,,,
Lou Roe,5017,14/07/1972,1996,1997,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,University of Massachusetts Amherst,,,,,,,,
Lou Spicer,5018,12/11/1922,1947,1947,F,6,2,187.96,184.96,,,,,,,195,88.45051215,,Syracuse University,,,,,,,,
Lou Tsioropoulos,5019,31/08/1930,1957,1959,F,6,5,195.58,192.58,,,,,,,190,86.1825503,,University of Kentucky,,,,,,,,
Louie Dampier,5020,20/11/1944,1968,1979,G,6,0,182.88,179.88,,,,,,,170,77.1107029,,University of Kentucky,,,,,,,,
Louie Nelson,5021,28/05/1951,1974,1978,G,6,3,190.5,187.5,,,,,,,190,86.1825503,,University of Washington,,,,,,,,
Louis Orr,5022,07/05/1958,1981,1988,F,6,8,203.2,200.2,,,,,,,175,79.37866475,,Syracuse University,,,,,,,,
Lowes Moore,5023,05/05/1957,1981,1983,G,6,1,185.42,182.42,,,,,,,170,77.1107029,,West Virginia University,,,,,,,,
Loy Petersen,5024,26/07/1945,1969,1970,G,6,5,195.58,192.58,,,,,,,205,92.98643585,,Oregon State University,,,,,,,,
Loy Vaught,5025,27/02/1968,1991,2001,F,6,9,205.74,202.74,,,,,,,230,104.3262451,,University of Michigan,,,,,,,,
Loyd King,5026,29/05/1949,1972,1973,G,6,2,187.96,184.96,,,,,,,180,81.6466266,,Virginia Polytechnic Institute and State University,,,,,,,,
Lubos Barton,5027,,,,SF,6,7.5,202,199,213,272,,,,0,221,100.2439138,,,11.2,,3.31,25.5,31.5,14,64.77,
Luc Longley,5028,19/01/1969,1992,2001,C,7,2,218.44,215.44,,,,,,,265,120.2019781,,University of New Mexico,,,,,,,,
Lucius Allen,5029,26/09/1947,1970,1979,G,6,2,187.96,184.96,,,,,,,175,79.37866475,,"University of California, Los Angeles",,,,,,,,
Luke Recker,5030,,,,SF,6,6,198,195,201,257,,,,0,198,89.81128926,,,10.78,,3.27,25.5,31,13,64.77,
Luke Witte,5031,19/10/1950,1974,1976,C,7,0,213.36,210.36,,,,,,,235,106.594207,,Ohio State University,,,,,,,,
Luther Green,5032,13/11/1946,1970,1973,F,6,7,200.66,197.66,,,,,,,190,86.1825503,,Long Island University,,,,,,,,
Luther Rackley,5033,11/06/1946,1970,1974,C,6,10,208.28,205.28,,,,,,,220,99.7903214,,Xavier University,,,,,,,,
Luther Wright,5034,22/09/1971,1994,1994,C,7,2,218.44,215.44,,,,,,,270,122.4699399,,Seton Hall University,,,,,,,,
Lynn Shackelford,5035,27/08/1947,1970,1970,F,6,5,195.58,192.58,,,,,,,190,86.1825503,,"University of California, Los Angeles",,,,,,,,
M.L. Carr,5036,09/01/1951,1976,1985,F-G,6,6,198.12,195.12,,,,,,,205,92.98643585,,Guilford College,,,,,,,,
Maarty Leunen,5037,,,,SF,6,8.5,204,202,203,260,,,,0,222,100.6975061,0.089,,11.57,,3.36,29.5,34.5,14,74.93,87.63
Mac Otten,5038,16/12/1925,1950,1950,F-C,6,7,200.66,197.66,,,,,,,220,99.7903214,,Bowling Green State University,,,,,,,,
Mack Calvin,5039,27/07/1947,1970,1981,G,6,0,182.88,179.88,,,,,,,165,74.84274105,,University of Southern California,,,,,,,,
Mack Daughtry,5040,1899-12-31,1971,1971,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,Albany State University,,,,,,,,
Magic Johnson,5041,14/08/1959,1980,1996,G-F,6,9,205.74,202.74,,,,,,,215,97.52235955,,Michigan State University,,,,,,,,
Mahmoud Abdul-Rauf,5042,09/03/1969,1991,2001,G,6,1,185.42,182.42,,,,,,,162,73.48196394,,Louisiana State University,,,,,,,,
Major Jones,5043,09/07/1953,1980,1985,F,6,9,205.74,202.74,,,,,,,225,102.0582833,,Albany State University,,,,,,,,
Major Wingate,5044,,,,C,6,11,211,204,223,277,,,,0,242,109.7693535,0.067,,12.14,,3.47,27.5,30.5,15,69.85,
Makhtar N'Diaye,5045,12/12/1973,1999,1999,F,6,8,203.2,200.2,,,,,,,245,111.1301307,,University of North Carolina,,,,,,,,
Mal Graham,5046,23/02/1945,1968,1969,G,6,1,185.42,182.42,,,,,,,185,83.91458845,,New York University,,,,,,,,
Mal McMullen,5047,23/08/1927,1950,1951,F-C,6,5,195.58,192.58,,,,,,,210,95.2543977,,Xavier University,,,,,,,,
Malcolm Mackey,5048,11/07/1970,1994,1994,F-C,6,9,205.74,202.74,,,,,,,248,112.4909078,,Georgia Institute of Technology,,,,,,,,
Malik Sealy,5049,01/02/1970,1993,2000,G,6,8,203.2,200.2,,,,,,,190,86.1825503,,St. John's University,,,,,,,,
Mamadi Diakite,5050,,,,PF,6,10.25,209,204,223,272,8.999999991,22.86,,26.035,222.1,100.7428654,0.0783,,,,,,,,,
Mamadou N'Diaye,5051,16/06/1975,2001,2005,C,7,0,213.36,210.36,,,,,,,255,115.6660544,,Auburn University,,,,,,,,
Manny Leaks,5052,27/11/1945,1969,1974,C-F,6,8,203.2,200.2,,,,,,,225,102.0582833,,Niagara University,,,,,,,,
Manute Bol,5053,16/10/1962,1986,1995,C,7,7,231.14,228.14,,,,,,,200,90.718474,,University of Bridgeport,,,,,,,,
Marc Iavaroni,5054,15/09/1956,1983,1989,F,6,8,203.2,200.2,,,,,,,210,95.2543977,,University of Virginia,,,,,,,,
Marcelus Kemp,5055,,,,SG,6,4.5,194,191,204,263,,,,0,221,100.2439138,0.09,,11.79,,3.39,26,30,9,66.04,
Marco Killingsworth,5056,,,,PF,6,6.75,200,196,221,264,,,,0,266,120.6555704,0.19,,11.42,,3.34,28,32,13,71.12,81.28
Marcus Brown,5057,03/04/1974,1997,2000,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,Murray State University,,,,,,,,
Marcus Denmon,5058,,,,SG,6,3.75,192,189,195,240,8.249999992,20.955,,24.765,188.2,85.36608403,0.066,,10.82,,3.19,33.5,40,8,85.09,101.6
Marcus Douthit,5059,,,,C,6,11,211,206,223,283,,,,0,223,101.1510985,0.137,,11.64,,3.34,25.5,31.5,1,64.77,
Marcus Dove,5060,,,,F,6,7.5,202,200,212,267,,,,0,208,94.34721296,0.053,,11.59,,3.26,27.5,33.5,10,69.85,
Marcus Goree,5061,,,,F,6,8.5,205,202,215,268,,,,0,239,108.4085764,,,12,,3.25,29.5,33.5,13,74.93,85.09
Marcus Liberty,5062,27/10/1968,1991,1994,F,6,8,203.2,200.2,,,,,,,205,92.98643585,,University of Illinois at Urbana-Champaign,,,,,,,,
Marcus Melvin,5063,,,,F,6,8.5,204,200,213,268,,,,0,241,109.3157612,0.105,,11.81,,3.33,25,30.5,11,63.5,
Marcus Moore,5064,,,,G,6,5,196,194,205,258,,,,0,202,91.62565874,0.148,,11.31,,3.34,25,30,,63.5,
Marcus Taylor,5065,,,,PG,6,2,188,185,195,250,,,,0,181,82.10021897,,,11.25,,3.31,27.5,33.5,4,69.85,
Marcus Webb,5066,09/05/1970,1993,1993,F-C,6,9,205.74,202.74,,,,,,,255,115.6660544,,University of Alabama,,,,,,,,
Mario Bennett,5067,01/08/1973,1996,2000,F,6,6,198.12,195.12,,,,,,,235,106.594207,,Arizona State University,,,,,,,,
Mario Bland,5068,,,,PF,6,6.5,199,196,213,262,,,,0,287,130.1810102,,,13.04,,3.47,27,31,15,68.58,
Mario Boggan,5069,,,,PF,6,7,201,195,220,272,,,,0,240,108.8621688,0.092,,12.18,,3.45,24,26.5,12,60.96,
Mario Elie,5070,26/11/1963,1991,2001,G-F,6,5,195.58,192.58,,,,,,,210,95.2543977,,American International College,,,,,,,,
Mark Acres,5071,15/11/1962,1988,1993,F-C,6,11,210.82,207.82,,,,,,,220,99.7903214,,Oral Roberts University,,,,,,,,
Mark Aguirre,5072,10/12/1959,1982,1994,F-G,6,6,198.12,195.12,,,,,,,232,105.2334298,,DePaul University,,,,,,,,
Mark Alarie,5073,11/12/1963,1987,1991,F,6,8,203.2,200.2,,,,,,,217,98.42954429,,Duke University,,,,,,,,
Mark Baker,5074,11/11/1969,1999,1999,G,6,1,185.42,182.42,,,,,,,175,79.37866475,,Ohio State University,,,,,,,,
Mark Bradtke,5075,27/09/1968,1997,1997,C-F,6,10,208.28,205.28,,,,,,,265,120.2019781,,,,,,,,,,
Mark Bryant,5076,25/04/1965,1989,2003,F-C,6,9,205.74,202.74,,,,,,,245,111.1301307,,Seton Hall University,,,,,,,,
Mark Crow,5077,22/10/1954,1978,1978,F,6,7,200.66,197.66,,,,,,,210,95.2543977,,Duke University,,,,,,,,
Mark Davis,5078,08/06/1963,1996,2000,G-F,6,7,200.66,197.66,,,,,,,210,95.2543977,,Texas Tech University,,,,,,,,
Mark Davis Sr.,5079,08/06/1963,1989,1989,F-G,6,6,198.12,195.12,,,,,,,195,88.45051215,,Old Dominion University,,,,,,,,
Mark Eaton,5080,24/01/1957,1983,1993,C,7,4,223.52,220.52,,,,,,,275,124.7379018,,"University of California, Los Angeles",,,,,,,,
Mark Hendrickson,5081,23/06/1974,1997,2000,F,6,9,205.74,202.74,,,,,,,220,99.7903214,,Washington State University,,,,,,,,
Mark Landsberger,5082,21/05/1955,1978,1984,F-C,6,8,203.2,200.2,,,,,,,215,97.52235955,,Arizona State University,,,,,,,,
Mark Macon,5083,14/04/1969,1992,1999,G,6,5,195.58,192.58,,,,,,,185,83.91458845,,Temple University,,,,,,,,
Mark McNamara,5084,08/06/1959,1983,1991,C-F,6,11,210.82,207.82,,,,,,,235,106.594207,,University of California,,,,,,,,
Mark Minor,5085,14/05/1950,1973,1973,F,6,6,198.12,195.12,,,,,,,215,97.52235955,,Ohio State University,,,,,,,,
Mark Olberding,5086,21/04/1956,1976,1987,F,6,8,203.2,200.2,,,,,,,225,102.0582833,,University of Minnesota,,,,,,,,
Mark Price,5087,15/02/1964,1987,1998,G,6,0,182.88,179.88,,,,,,,170,77.1107029,,Georgia Institute of Technology,,,,,,,,
Mark Radford,5088,05/07/1959,1982,1983,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,Oregon State University,,,,,,,,
Mark Randall,5089,30/09/1967,1992,1995,F,6,8,203.2,200.2,,,,,,,235,106.594207,,University of Kansas,,,,,,,,
Mark Sibley,5090,13/11/1950,1974,1974,G,6,2,187.96,184.96,,,,,,,175,79.37866475,,Northwestern University,,,,,,,,
Mark Tyndale,5091,,,,SG,6,3.75,192,190,211,263,,,,0,217,98.42954429,0.067,,12.52,,3.14,27,33.5,5,68.58,
Mark Wade,5092,15/10/1965,1988,1990,G,5,11,180.34,177.34,,,,,,,160,72.5747792,,"University of Nevada, Las Vegas",,,,,,,,
Mark West,5093,05/11/1960,1984,2000,C-F,6,10,208.28,205.28,,,,,,,230,104.3262451,,Old Dominion University,,,,,,,,
Mark Workman,5094,10/03/1930,1953,1954,F-C,6,9,205.74,202.74,,,,,,,215,97.52235955,,West Virginia University,,,,,,,,
